"zip5","zip_median_income_2021","zip_median_income_2021_moe","zip_gini_2021","zip_gini_2021_moe","zip_population_2021","zip_population_2021_moe"
"56542",50543,3410,0.4333,0.0282,2516,179
"56543",56500,46488,0.3844,0.0456,256,59
"56544",65833,8071,0.4019,0.0313,5573,323
"56545",67000,8857,0.394,0.0462,638,84
"56546",74844,13551,0.3773,0.0631,212,49
"56547",84563,6176,0.3765,0.034,2939,302
"56548",50556,11481,0.4384,0.0745,729,109
"56549",88554,5667,0.3663,0.0312,4931,360
"56550",53750,14436,0.4311,0.0718,308,66
"56551",57292,4895,0.4247,0.0447,2131,181
"56552",53000,10686,0.4307,0.056,534,106
"56553",57011,21036,0.2645,0.0442,202,60
"56554",77500,9067,0.3689,0.0205,2740,209
"56556",61346,9029,0.379,0.0381,1227,224
"56557",44821,4507,0.4546,0.0218,2834,110
"56560",64129,3318,0.4299,0.018,43302,413
"56562",NA,NA,NA,NA,527,187
"56563",NA,NA,NA,NA,1644,345
"56565",48000,1682,0.2213,0.1407,125,85
"56566",35625,5568,0.4743,0.0702,683,78
"56567",64704,4081,0.3812,0.0277,3264,232
"56568",NA,NA,0.5271,0.0976,133,40
"56569",50625,4254,0.4434,0.0278,1243,115
"56570",54861,11108,0.38,0.023,1143,151
"56571",75417,8134,0.4453,0.0342,1833,166
"56572",70026,5654,0.4052,0.0286,5832,347
"56573",63065,12182,0.4404,0.0324,6532,300
"56574",73472,9213,0.3441,0.0603,271,61
"56575",48125,3335,0.4318,0.0389,644,78
"56576",67656,11658,0.3819,0.0314,865,127
"56578",88393,14845,0.4201,0.0879,770,138
"56579",78750,12224,0.4264,0.0777,1115,132
"56580",87717,6651,0.3699,0.101,1220,148
"56581",49444,11594,0.3681,0.0503,261,65
"56583",59453,15710,0.3927,0.1407,170,57
"56584",62500,9832,0.4667,0.0886,1356,136
"56585",50250,14555,0.4381,0.0539,1074,161
"56586",75625,3837,0.3735,0.0264,1882,151
"56587",71000,7248,0.4383,0.0514,1228,113
"56588",58194,12277,0.4032,0.068,420,62
"56589",60313,6411,0.3973,0.0379,1896,173
"56590",55179,4028,0.409,0.0548,377,75
"56591",17000,4487,0.4431,0.043,641,101
"56592",58750,16982,0.4469,0.0532,472,151
"56594",78125,15986,0.5095,0.1254,451,90
"56601",60102,3276,0.4402,0.0155,34176,419
"56621",53714,3957,0.46,0.0388,4475,244
"56623",56827,7491,0.407,0.0354,2743,273
"56626",46058,8156,0.5049,0.1199,221,85
"56627",30833,10490,0.4945,0.064,222,57
"56628",43750,9562,0.4983,0.0638,1580,164
"56629",71944,17276,0.1644,0.0386,172,88
"56630",43322,2661,0.4167,0.0336,2110,201
"56633",53988,2017,0.4586,0.0589,4895,358
"56634",62232,9375,0.4554,0.0394,1775,205
"56636",58750,6012,0.4032,0.0187,5119,335
"56637",88125,22857,0.2853,0.1047,161,46
"56639",28875,7938,0.4048,0.0316,407,69
"56641",55000,8819,0.359,0.0668,402,69
"56644",49844,13635,0.4552,0.0606,652,79
"56646",44583,30346,0.4228,0.0609,421,111
"56647",56607,18001,0.4079,0.0356,838,214
"56649",53663,3774,0.4132,0.0542,9066,282
"56650",72778,33788,0.3707,0.1157,989,174
"56651",66750,19748,0.3536,0.0415,574,86
"56652",65313,9070,0.3969,0.0389,474,78
"56653",58947,8506,0.3881,0.0358,1247,193
"56654",43333,11119,0.4754,0.1995,87,32
"56655",47315,5231,0.4286,0.0361,1420,118
"56657",63333,29936,0.346,0.0605,177,57
"56658",NA,NA,NA,NA,0,9
"56659",NA,NA,0.5319,0.0986,172,67
"56660",63125,25085,0.3645,0.077,246,61
"56661",62000,4956,0.3722,0.0513,990,165
"56662",55855,3137,0.3979,0.0333,510,67
"56663",38409,11712,0.4151,0.1291,149,48
"56666",45652,28026,0.4838,0.1243,1169,422
"56667",78393,11578,0.3988,0.0515,838,152
"56668",71442,29361,0.4026,0.1337,177,72
"56669",55000,13430,0.3442,0.0885,220,98
"56670",41379,6340,0.5291,0.1166,1218,415
"56671",47098,6658,0.4038,0.0588,3069,474
"56672",49000,5434,0.4542,0.0394,1931,141
"56673",54375,3154,0.2479,0.0857,510,131
"56676",62614,7953,0.3879,0.0367,1686,130
"56678",60750,11827,0.3914,0.0587,1706,256
"56680",NA,NA,0.4634,0.0877,104,26
"56681",46250,22934,0.3459,0.054,263,59
"56683",69688,12151,0.4603,0.0817,579,82
"56684",72188,24284,0.3636,0.0507,377,88
"56685",75000,64305,0.4391,0.09,120,42
"56686",64861,18819,0.4113,0.0685,937,259
"56688",NA,NA,0.4383,0.1631,138,64
"56701",64211,4850,0.3975,0.0207,12956,167
"56710",68750,29487,0.4154,0.0569,448,93
"56711",NA,NA,NA,NA,5,9
"56713",75938,12275,0.3956,0.0636,953,123
"56714",58472,6465,0.4309,0.0374,1193,120
"56715",52083,36743,0.4225,0.0756,283,42
"56716",52786,4362,0.431,0.03,9118,204
"56720",NA,NA,0.2025,0.28,8,10
"56721",72791,9331,0.4347,0.0291,10827,149
"56722",71875,23213,0.4224,0.0614,365,71
"56723",99688,13651,0.3252,0.0405,874,99
"56724",83125,40526,0.2987,0.0687,144,50
"56725",56932,7866,0.3917,0.0326,914,133
"56726",66319,7345,0.379,0.047,1661,167
"56727",70139,10049,0.3702,0.0413,892,141
"56728",66371,4042,0.3905,0.0451,1209,118
"56729",63750,31984,0.3294,0.1129,124,53
"56731",55000,49762,0.3466,0.1749,112,58
"56732",55069,4624,0.3642,0.038,1038,124
"56733",68750,15896,0.4239,0.0829,378,73
"56734",66750,17261,0.4237,0.0576,608,86
"56735",59375,15178,0.3231,0.0289,703,98
"56736",67273,16350,0.4122,0.0593,775,189
"56737",47500,8336,0.4188,0.0479,766,84
"56738",64457,6222,0.387,0.0381,1411,141
"56742",63750,12417,0.4074,0.0501,882,129
"56744",67000,7777,0.3926,0.0553,530,104
"56748",74722,11700,0.3392,0.0461,583,88
"56750",61250,10956,0.4114,0.0232,2322,148
"56751",70335,6234,0.3941,0.0299,5716,225
"56754",86786,19955,0.3437,0.0892,536,123
"56755",61250,14218,0.4122,0.0966,64,21
"56756",69167,14187,0.3139,0.0378,664,205
"56757",75341,11872,0.3463,0.0353,878,117
"56758",46250,21490,0.4494,0.0692,298,47
"56759",77500,34081,0.34,0.0522,318,78
"56760",88482,16305,0.3407,0.0586,463,98
"56761",56250,7184,0.3444,0.0555,411,73
"56762",57067,7748,0.4197,0.031,2431,139
"56763",62750,7967,0.4371,0.0621,5203,344
"57001",61429,10352,0.3887,0.0435,1583,276
"57002",80399,10367,0.2616,0.0322,1439,318
"57003",87431,9533,0.3205,0.0345,1911,250
"57004",73459,10623,0.3384,0.0268,3919,413
"57005",98902,7260,0.3978,0.0461,12192,238
"57006",55838,4013,0.4013,0.0169,22749,432
"57007",NA,NA,NA,NA,2629,287
"57010",76250,44626,0.3107,0.0697,510,169
"57012",65417,16203,0.3251,0.0414,1019,145
"57013",82159,13352,0.4311,0.0629,4429,229
"57014",59125,8980,0.3991,0.037,1723,224
"57015",95781,20536,0.5164,0.1216,783,136
"57016",87763,13509,0.4167,0.1161,758,193
"57017",86328,16964,0.3767,0.0443,1354,200
"57018",81250,19889,0.4311,0.112,1503,307
"57020",111964,13536,0.4081,0.1278,1702,276
"57021",73750,19834,0.3827,0.1439,459,167
"57022",79483,12224,0.3723,0.0259,5876,410
"57024",65000,36163,0.4686,0.0512,521,153
"57025",78417,18271,0.4246,0.0544,2933,271
"57026",70694,6340,0.3867,0.0669,1583,273
"57027",132500,93622,0.3801,0.2517,138,71
"57028",58039,3850,0.4103,0.0328,3194,228
"57029",59516,7185,0.3608,0.0357,2521,342
"57030",73377,3344,0.3727,0.0394,2845,368
"57031",57917,19089,0.3938,0.1545,729,204
"57032",83670,13541,0.3538,0.0872,8227,252
"57033",92910,9825,0.3564,0.037,5906,532
"57034",68333,24582,0.4196,0.0513,863,212
"57035",87109,7138,0.2603,0.0425,1076,342
"57036",63021,7400,0.3633,0.0421,702,135
"57037",66652,8210,0.3543,0.0515,1040,204
"57038",143220,84274,0.4527,0.1368,1603,235
"57039",68920,8074,0.3748,0.0396,3752,429
"57040",71875,17624,0.2999,0.0608,296,67
"57041",NA,NA,0.2249,0.0869,75,66
"57042",65270,6001,0.4388,0.0436,8186,245
"57043",65833,6894,0.4535,0.0706,1414,189
"57045",52813,12270,0.4685,0.0651,1129,180
"57046",85114,17808,0.2952,0.0733,800,229
"57047",43833,14174,0.3816,0.0534,288,84
"57048",78571,8329,0.3872,0.046,1286,185
"57049",86434,7022,0.4786,0.0813,7476,20
"57050",NA,NA,0.4877,0.1339,340,132
"57051",37875,19440,0.4794,0.0778,222,66
"57052",55000,34399,0.3925,0.0655,255,94
"57053",86699,5977,0.3316,0.04,2112,213
"57054",73750,18408,0.4045,0.0541,544,102
"57055",89022,18997,0.418,0.0605,1252,305
"57057",NA,NA,0.3703,0.0652,271,124
"57058",75417,16035,0.3674,0.0384,2000,185
"57059",61136,5740,0.4892,0.0495,1218,186
"57061",38750,16794,0.3366,0.1057,163,110
"57062",47500,6225,0.4413,0.0674,2460,255
"57063",72875,17106,0.3469,0.0354,874,149
"57064",93319,15539,0.3076,0.036,6995,379
"57065",44464,11361,0.3761,0.0494,328,87
"57066",46786,13619,0.3981,0.0447,1484,202
"57067",89167,32376,0.358,0.0566,257,89
"57068",94028,14855,0.322,0.0576,1670,315
"57069",52048,6759,0.4957,0.0493,12682,250
"57070",45179,11472,0.4309,0.0334,1296,190
"57071",61991,10935,0.363,0.0415,3161,358
"57072",81250,44796,0.3694,0.0572,701,207
"57073",73971,16371,0.3359,0.0825,508,123
"57075",92566,14191,0.4909,0.0762,1022,133
"57076",92700,31790,0.2892,0.0507,410,143
"57077",85000,12168,0.3052,0.0439,1285,222
"57078",66205,6062,0.4234,0.0359,20052,374
"57103",67970,4961,0.3967,0.02,36574,1479
"57104",46407,3065,0.4077,0.0244,26117,1570
"57105",64875,4284,0.4334,0.0254,22916,1370
"57106",69202,4121,0.3901,0.0161,49337,1938
"57107",62641,6120,0.3704,0.0249,10402,637
"57108",90272,6120,0.483,0.0284,30152,846
"57110",77048,5293,0.4828,0.0306,19327,1068
"57117",NA,NA,NA,NA,5,17
"57197",NA,NA,NA,NA,953,141
"57201",61323,5842,0.4387,0.027,25930,274
"57212",76250,15119,0.4426,0.0764,2134,257
"57213",70000,25378,0.3286,0.0668,407,106
"57214",62344,21134,0.2705,0.0768,137,40
"57216",73750,11055,0.3735,0.0654,1328,230
"57217",51597,3644,0.2495,0.0703,230,85
"57218",72125,9179,0.3134,0.0549,338,118
"57219",56667,15784,0.3417,0.04,506,128
"57220",88438,22691,0.3906,0.0847,860,257
"57221",70781,19407,0.4391,0.0909,987,184
"57223",75000,8749,0.3624,0.0462,1354,168
"57224",NA,NA,0.558,0.1346,161,47
"57225",47583,13341,0.4389,0.0414,1770,235
"57226",65000,14791,0.3524,0.0327,1815,176
"57227",47177,20210,0.3647,0.1226,400,150
"57231",72639,10149,0.374,0.0423,1800,153
"57232",111806,38717,0.4815,0.0614,411,120
"57233",NA,NA,0.4251,0.1367,262,124
"57234",70000,2953,0.419,0.0611,1252,174
"57235",67163,13745,0.3565,0.0482,881,185
"57236",NA,NA,0.3825,0.092,131,73
"57237",72885,20226,0.4015,0.0548,691,161
"57238",59167,21517,0.3759,0.0736,415,103
"57239",79167,22011,0.3114,0.0534,336,100
"57241",71652,8654,0.3624,0.0942,976,148
"57242",81000,25281,0.2625,0.0547,453,163
"57243",40500,27075,0.4717,0.0689,548,123
"57245",63750,49907,0.376,0.1638,178,92
"57246",64500,23083,0.4657,0.1033,138,39
"57247",66932,30562,0.2492,0.0463,199,93
"57248",76406,7532,0.2919,0.0427,1114,160
"57249",59375,9653,0.4217,0.0756,879,107
"57251",62708,11963,0.2568,0.1023,185,184
"57252",70189,11996,0.4525,0.0369,4945,273
"57255",53162,5148,0.3285,0.0383,390,91
"57256",53750,27600,0.3284,0.0988,176,63
"57257",38958,12699,0.4483,0.0569,672,162
"57258",NA,NA,0.4549,0.0851,138,56
"57259",69821,12550,0.4239,0.1189,680,178
"57260",75050,17432,0.3654,0.0308,1093,189
"57261",57917,40112,0.6337,0.1673,266,78
"57262",48033,3586,0.4913,0.0448,5495,319
"57263",56875,17713,0.504,0.1905,480,110
"57264",54464,21888,0.4057,0.0698,235,62
"57265",78438,32517,0.2573,0.0659,181,65
"57266",57083,8488,0.361,0.0403,583,101
"57268",64583,13105,0.3428,0.0695,471,104
"57269",71705,14136,0.3861,0.0771,163,66
"57270",39464,6206,0.4649,0.0744,755,143
"57271",46250,19102,0.3655,0.0883,227,138
"57272",80556,22863,0.2091,0.0778,210,81
"57273",45313,10909,0.4452,0.0623,1128,110
"57274",55511,7355,0.3886,0.0301,2744,175
"57276",59712,20759,0.3347,0.0397,1102,199
"57278",58375,14026,0.3908,0.1102,1052,233
"57279",65281,4549,0.3936,0.0605,994,160
"57301",50508,3732,0.4504,0.0283,18643,319
"57311",82917,10789,0.3327,0.0448,1682,159
"57312",78214,24921,0.4589,0.1786,721,162
"57313",66065,8967,0.4354,0.0573,1175,148
"57314",62734,14860,0.4625,0.0977,668,110
"57315",55000,24116,0.4459,0.0522,1164,206
"57317",50385,13133,0.3855,0.0571,669,135
"57319",59348,13296,0.5024,0.0741,916,207
"57321",67813,12739,0.3395,0.0856,431,111
"57322",46250,35878,0.5838,0.0847,292,91
"57323",57083,16215,0.3891,0.0976,235,67
"57324",79375,33582,0.3627,0.0823,423,122
"57325",62936,10101,0.4611,0.0581,3152,257
"57328",76146,19970,0.3931,0.0625,1148,135
"57329",52857,14152,0.3085,0.0667,334,90
"57330",54643,8591,0.4466,0.0578,501,118
"57331",91667,15581,0.3272,0.1259,383,140
"57332",67500,9522,0.3903,0.0484,860,132
"57334",63750,14102,0.3407,0.0319,927,211
"57335",56250,29267,0.3633,0.0746,213,57
"57337",43750,25951,0.5315,0.1221,96,79
"57339",23750,9959,0.4875,0.0416,1419,102
"57340",63750,33640,0.337,0.0702,208,64
"57341",55250,31625,0.302,0.1153,139,66
"57342",50625,14326,0.3645,0.0458,311,112
"57344",41607,39333,0.6911,0.1046,83,39
"57345",66836,7189,0.3934,0.077,1158,143
"57346",48393,6709,0.1542,0.1159,44,40
"57348",69306,3639,0.2891,0.0486,784,243
"57349",50000,10930,0.4043,0.0511,1414,141
"57350",54537,4402,0.4282,0.0317,15785,248
"57353",63854,8916,0.4744,0.1207,786,184
"57354",NA,NA,0.2947,0.2435,19,16
"57355",57083,6930,0.4168,0.0491,1389,231
"57356",45227,8592,0.4482,0.0349,2365,230
"57358",NA,NA,0.3844,0.1716,14,11
"57359",61346,9998,0.3835,0.0607,595,123
"57361",16750,4780,0.4203,0.1511,211,107
"57362",47734,8115,0.4318,0.0301,1835,181
"57363",54559,17041,0.3953,0.0559,1033,216
"57364",NA,NA,NA,NA,5,8
"57365",68750,11815,0.3089,0.0478,554,100
"57366",65850,15679,0.4039,0.046,2482,227
"57367",76667,9457,0.3689,0.054,280,52
"57368",70461,10215,0.4204,0.067,1174,135
"57369",58320,6638,0.4348,0.0493,2506,299
"57370",57917,18049,0.3765,0.0531,771,184
"57371",68036,51034,0.2917,0.0836,130,64
"57373",56974,13509,0.4588,0.0736,403,93
"57374",68482,8730,0.3273,0.0675,310,71
"57375",59271,10498,0.5758,0.0916,571,115
"57376",56250,10997,0.4499,0.048,871,174
"57379",72083,34467,0.3225,0.0741,86,37
"57380",50845,4177,0.5097,0.0475,3472,268
"57381",68750,18655,0.4545,0.1258,496,99
"57382",49737,7759,0.5691,0.1265,1115,153
"57383",67344,11218,0.3989,0.0728,834,141
"57384",57969,6922,0.4059,0.0383,1078,154
"57385",53250,7214,0.4075,0.0503,1311,153
"57386",98500,44026,0.2983,0.066,335,129
"57401",61505,3456,0.4509,0.0281,32474,479
"57420",34844,32418,0.492,0.2097,140,59
"57421",NA,NA,0.0626,0.0361,96,97
"57422",51250,32614,0.3129,0.0583,175,58
"57424",65313,31548,0.4136,0.0603,215,80
"57426",NA,NA,NA,NA,25,37
"57427",75781,32131,0.4513,0.1498,422,140
"57428",66563,19013,0.3845,0.089,556,149
"57429",50750,31064,0.4022,0.0859,72,26
"57430",74250,12607,0.3891,0.0701,1867,253
"57432",84750,39285,0.2725,0.099,320,110
"57433",66429,9596,0.3674,0.0696,386,136
"57434",71447,16340,0.6472,0.1271,546,176
"57435",NA,NA,0.4968,0.0889,286,94
"57436",68646,12555,0.4216,0.0604,531,113
"57437",40500,10281,0.6004,0.0649,1384,134
"57438",66172,14159,0.3711,0.0471,1131,155
"57439",NA,NA,0.036,0.0679,28,40
"57440",53750,7331,0.6143,0.0732,533,121
"57441",67188,6054,0.3766,0.115,514,130
"57442",51607,8385,0.4294,0.0276,2192,181
"57445",69821,12317,0.4273,0.0601,1811,405
"57446",60625,27022,0.3975,0.1459,718,345
"57448",58750,10944,0.4678,0.0772,454,103
"57449",NA,NA,0.2384,0.1097,258,240
"57450",73750,31582,0.3344,0.0574,519,135
"57451",75737,11200,0.4412,0.0555,2416,217
"57452",36750,17277,0.423,0.0647,241,65
"57454",64091,8396,0.3966,0.0457,806,172
"57455",68750,24184,0.3853,0.1694,161,75
"57456",72875,10775,0.3414,0.0459,753,130
"57457",70833,32370,0.373,0.1905,84,47
"57460",94583,35277,0.3775,0.0947,307,106
"57461",67500,12506,0.3537,0.0642,351,88
"57465",105417,51104,0.374,0.0809,434,134
"57466",44444,8927,0.4053,0.1298,161,75
"57467",75625,29183,0.3282,0.0721,451,149
"57468",46500,18296,0.4289,0.0571,358,82
"57469",57125,7824,0.452,0.0559,3155,258
"57470",77656,24922,0.1902,0.0915,59,32
"57471",57778,14841,0.491,0.1098,529,136
"57472",66875,24430,0.4143,0.0664,999,203
"57473",22206,16163,0.4178,0.046,328,156
"57474",84375,24098,0.2864,0.0907,177,82
"57475",66042,23320,0.5093,0.2158,115,41
"57476",76250,22287,0.3833,0.0554,422,75
"57477",72188,7574,0.368,0.1101,169,58
"57479",90625,21748,0.464,0.1536,591,134
"57481",65438,18514,0.3863,0.0636,427,146
"57501",77563,6466,0.3944,0.0247,17169,256
"57520",48889,13943,0.5326,0.1615,139,39
"57521",NA,NA,0.5623,0.1633,242,116
"57522",69167,21255,0.3415,0.0896,586,225
"57523",47159,13059,0.5042,0.0565,1022,120
"57528",57083,15402,0.3509,0.0413,1018,190
"57529",42083,14485,0.3687,0.1011,341,152
"57531",51250,14002,0.4213,0.1314,74,35
"57532",77235,7375,0.4376,0.0546,2968,127
"57533",44274,4283,0.4218,0.0292,1675,143
"57534",51667,42467,0.3194,0.1003,160,104
"57536",95625,34496,0.4211,0.1158,390,119
"57537",64188,27597,0.2951,0.2002,127,101
"57538",40000,19746,0.5379,0.1285,245,74
"57540",NA,NA,0.3942,0.2293,162,103
"57541",60833,55053,0.3336,0.1608,149,105
"57543",30170,17288,0.4678,0.0774,858,204
"57544",66250,7430,0.3272,0.0916,446,91
"57547",68393,32310,0.282,0.1161,134,64
"57548",28828,4647,0.5214,0.1017,1649,80
"57551",45972,8004,0.4198,0.0407,2272,231
"57552",55000,4743,0.4286,0.0566,677,131
"57553",125329,70613,0.3278,0.1911,134,82
"57555",31912,10585,0.5155,0.0385,3670,468
"57559",52500,18258,0.3298,0.0406,685,142
"57560",21985,8888,0.4921,0.1028,588,131
"57562",73889,23736,0.2912,0.1615,116,87
"57563",21042,9346,0.4048,0.2303,161,112
"57564",60972,11845,0.4388,0.0555,818,119
"57566",21771,6895,0.3678,0.1414,803,307
"57567",42292,12080,0.5063,0.077,1079,196
"57568",70865,12917,0.362,0.0703,586,96
"57569",52386,8167,0.3387,0.0989,235,86
"57570",32143,20709,0.5206,0.0854,2397,546
"57571",15750,15181,0.4067,0.3696,15,13
"57572",28571,11466,0.4424,0.0383,1711,339
"57574",2499,NA,0.7336,0.1774,137,81
"57576",NA,NA,0.4705,0.0914,120,51
"57577",21059,1967,0.5214,0.0902,1243,209
"57579",46838,9117,0.4524,0.0559,1212,129
"57580",51423,7730,0.4355,0.0367,4200,248
"57584",23333,20382,0.3874,0.1401,47,29
"57585",34500,26615,0.4229,0.067,118,53
"57601",49815,5502,0.4703,0.0762,3656,236
"57620",63603,5802,0.3086,0.0398,568,108
"57621",23438,10469,0.467,0.084,308,68
"57622",20694,5154,0.4764,0.0934,334,80
"57623",50000,11273,0.4421,0.0358,870,90
"57625",38787,4026,0.4816,0.0349,3982,204
"57626",65521,19270,0.5133,0.0528,769,153
"57630",NA,NA,0.4056,0.1473,33,15
"57631",60781,13339,0.3562,0.0546,392,101
"57632",68906,15258,0.4047,0.0455,765,121
"57633",70250,13565,0.3959,0.0458,415,74
"57634",50500,41000,0.4988,0.1714,152,69
"57636",48125,14986,0.3005,0.1429,95,71
"57638",48750,11229,0.4667,0.0377,1803,161
"57639",17917,8136,0.3781,0.099,366,106
"57640",100833,17068,0.6187,0.138,87,53
"57641",42639,7959,0.4154,0.0789,301,65
"57642",48977,7963,0.5252,0.0588,1937,151
"57644",61000,27792,0.3603,0.0997,261,93
"57645",40938,9811,0.5246,0.0726,127,37
"57646",56250,28470,0.4089,0.0949,259,109
"57648",65500,12065,0.3945,0.0556,381,89
"57649",58542,12670,0.396,0.0751,291,91
"57650",NA,NA,NA,NA,14,18
"57651",NA,NA,0.3054,0.1135,127,46
"57652",34250,9691,0.2662,0.0853,383,147
"57656",56071,14883,0.4524,0.0521,827,107
"57657",130417,58920,0.2703,0.0941,215,73
"57658",23393,6276,0.5068,0.0706,413,91
"57659",NA,NA,NA,NA,3,4
"57660",58750,21899,0.4603,0.1342,92,39
"57661",55875,12493,0.3756,0.1205,263,99
"57701",50721,3317,0.479,0.0294,45149,1327
"57702",74907,4898,0.4683,0.0304,33678,1288
"57703",72217,11765,0.3436,0.0272,16785,1243
"57706",57008,5380,0.2732,0.0689,2204,327
"57714",16625,12546,0.4991,0.1119,957,258
"57716",71912,34974,0.3782,0.1407,574,285
"57717",47167,6939,0.4296,0.0303,8184,364
"57718",77963,4240,0.3696,0.0604,7641,531
"57719",62996,3530,0.3748,0.0307,10731,493
"57720",64583,3489,0.2956,0.0428,644,94
"57722",NA,NA,0.3402,0.0868,143,75
"57724",54087,7507,0.2397,0.089,236,94
"57725",44107,25295,0.3534,0.181,261,117
"57730",72528,7347,0.4327,0.0593,5918,374
"57732",46964,11708,0.3978,0.058,1869,322
"57735",42656,16752,0.4319,0.0512,1488,289
"57737",NA,NA,NA,NA,0,10
"57738",34510,23447,0.1982,0.0504,226,98
"57741",NA,NA,0.0529,0.0529,145,138
"57744",70625,20313,0.3715,0.0465,2135,497
"57745",71531,16948,0.3584,0.058,1921,387
"57747",53477,8357,0.4043,0.0319,5563,321
"57748",44688,29155,0.6639,0.1294,279,116
"57750",NA,NA,0.3856,0.1043,114,74
"57751",75893,17368,0.3942,0.0687,963,207
"57752",28300,19963,0.5224,0.1036,2283,398
"57754",43514,23464,0.4158,0.0514,3520,255
"57755",NA,NA,0.3702,0.1195,139,66
"57756",NA,NA,0.5889,0.2376,564,334
"57758",29167,18695,0.4632,0.2995,125,101
"57759",NA,NA,0.2918,0.4629,404,278
"57760",55664,12042,0.35,0.0646,994,261
"57761",93438,17269,0.3556,0.0762,1587,394
"57762",45417,21310,0.4529,0.0647,479,173
"57763",62589,10441,0.4139,0.1408,367,99
"57764",28674,14804,0.5457,0.0882,1907,512
"57766",NA,NA,0.3663,0.1365,169,90
"57767",250001,NA,0.2643,0.2459,175,121
"57769",71033,11287,0.3868,0.0475,3933,581
"57770",45651,7462,0.4941,0.0758,6008,751
"57772",28224,17609,0.544,0.0962,1684,554
"57773",NA,NA,0.3837,0.0704,254,146
"57775",92031,81239,0.3275,0.0602,286,121
"57776",NA,NA,NA,NA,0,10
"57779",NA,NA,0.346,0.1543,268,211
"57780",NA,NA,0.7396,0.3097,47,32
"57782",50938,24438,0.3185,0.1892,32,28
"57783",58875,9015,0.5072,0.0468,16394,320
"57785",51896,8174,0.4186,0.0421,10161,573
"57787",53750,23501,0.3098,0.0831,659,287
"57788",55000,39944,0.3737,0.0914,624,291
"57790",66761,11442,0.4824,0.0701,1100,230
"57791",80982,33583,0.3121,0.1357,204,108
"57792",88850,32421,0.1578,0.1166,172,164
"57793",73016,12052,0.4596,0.072,1976,465
"57794",2499,NA,0.5902,0.2892,630,514
"57799",NA,NA,NA,NA,626,139
"58001",56875,11453,0.3297,0.0822,260,71
"58002",NA,NA,NA,NA,0,10
"58004",77969,41086,0.4215,0.1088,308,107
"58005",127500,25506,0.3302,0.067,926,141
"58006",100417,25780,0.3783,0.0774,500,113
"58007",96250,75205,0.3483,0.1314,81,53
"58008",88625,18330,0.4526,0.0841,197,47
"58009",NA,NA,0.253,0.1256,20,22
"58011",81563,12952,0.3276,0.0523,458,132
"58012",60909,28778,0.4291,0.0593,2750,382
"58013",56250,41494,0.561,0.1772,123,49
"58015",90000,13592,0.276,0.0718,231,55
"58016",93989,1310,0.2193,0.0955,239,102
"58017",61500,16795,0.4862,0.0851,284,70
"58018",92143,12431,0.3922,0.102,525,164
"58021",72188,21995,0.3981,0.0681,515,172
"58027",53553,7652,0.4171,0.0564,1379,155
"58029",126042,92546,0.4194,0.1949,53,30
"58030",60417,16593,0.5558,0.084,663,127
"58031",63750,32328,0.3632,0.0781,425,176
"58032",64688,12455,0.5355,0.0929,683,104
"58033",104583,15740,0.3247,0.0852,557,119
"58035",108804,16907,0.2646,0.0973,226,85
"58036",72679,21020,0.2717,0.063,297,107
"58038",93750,41791,0.3522,0.0846,236,59
"58040",77554,19175,0.3,0.0316,1105,114
"58041",72500,14353,0.3594,0.0356,1674,197
"58042",115938,24899,0.3987,0.0583,1314,287
"58043",97031,25666,0.4043,0.1287,172,76
"58045",68587,11297,0.4064,0.0346,2061,221
"58046",80972,30914,0.3796,0.0541,650,126
"58047",129722,20921,0.4248,0.0423,4350,424
"58048",79375,24568,0.3807,0.0814,447,92
"58049",89286,22630,0.5166,0.1488,282,96
"58051",108182,9468,0.4392,0.0983,1731,297
"58052",89286,23143,0.3301,0.0512,556,139
"58053",47188,8587,0.413,0.0323,1197,183
"58054",66167,10751,0.4295,0.0636,3118,203
"58056",29063,22646,0.3867,0.1106,122,51
"58057",77083,31728,0.4231,0.0564,228,72
"58058",67679,32280,0.2522,0.0835,110,55
"58059",100313,5248,0.2887,0.037,1490,212
"58060",64213,5107,0.3686,0.041,1159,134
"58061",55833,19833,0.4069,0.0659,267,63
"58062",69375,21332,0.2051,0.0344,168,63
"58063",92500,14720,0.3074,0.0748,419,134
"58064",63125,34671,0.4754,0.0669,522,97
"58065",NA,NA,0.2647,0.208,9,8
"58067",73750,21877,0.4267,0.0638,270,74
"58068",71250,7891,0.3889,0.0936,362,82
"58069",75625,22548,0.3412,0.0787,132,43
"58071",81667,12462,0.3803,0.0553,398,76
"58072",58329,6340,0.4544,0.039,7897,238
"58074",NA,NA,NA,NA,41,50
"58075",54068,5468,0.4849,0.039,9163,213
"58076",NA,NA,NA,NA,312,85
"58077",91250,11231,0.3392,0.0392,755,123
"58078",93758,5842,0.4191,0.025,38448,165
"58079",86042,53658,0.4691,0.1116,394,133
"58081",77232,14633,0.4381,0.1331,869,134
"58102",52041,2812,0.5078,0.0255,30980,1401
"58103",53717,2535,0.4502,0.0177,50019,1734
"58104",82374,5618,0.4325,0.0247,44073,2080
"58105",NA,NA,0.2776,0.1825,2302,238
"58201",58211,4728,0.4739,0.0202,42977,1022
"58202",25547,8744,0.4351,0.1053,2655,333
"58203",47721,6088,0.4363,0.0407,15807,996
"58204",66027,4891,0.2674,0.0311,1960,231
"58205",NA,NA,NA,NA,718,360
"58210",52500,28538,0.5146,0.0907,274,60
